sessionnum,roundnum,playerid,previouslytie,nowtie,playeraction,alteraction,otherD,act,break_,make,state,CC,DD
19,8,1923,0,0,C,D,1,0,,0,CD,0,0
19,8,1918,0,0,C,C,0,0,,0,CC,1,0
19,8,1935,0,0,D,D,1,0,,0,DD,0,1
19,8,1902,0,0,C,D,1,0,,0,CD,0,0
19,8,1923,0,0,C,D,1,0,,0,CD,0,0
19,8,1922,0,0,D,D,1,0,,0,DD,0,1
19,8,1935,0,1,D,C,0,1,,1,DC,0,0
19,8,1923,0,1,C,C,0,1,,1,CC,1,0
19,8,1922,0,0,D,D,1,0,,0,DD,0,1
19,8,1935,0,0,D,D,1,0,,0,DD,0,1
19,8,1935,0,0,D,D,1,0,,0,DD,0,1
19,8,1922,0,0,D,D,1,0,,0,DD,0,1
19,8,1917,1,1,C,C,0,0,0,,CC,1,0
19,8,1917,1,1,C,C,0,0,0,,CC,1,0
19,8,1917,1,1,C,C,0,0,0,,CC,1,0
19,8,1917,1,1,C,C,0,0,0,,CC,1,0
19,8,1917,1,1,C,C,0,0,0,,CC,1,0
19,8,1917,1,1,C,C,0,0,0,,CC,1,0
19,8,1917,1,1,C,C,0,0,0,,CC,1,0
19,8,1917,0,0,C,D,1,0,,0,CD,0,0
19,8,1917,0,0,C,D,1,0,,0,CD,0,0
19,8,1917,0,0,C,D,1,0,,0,CD,0,0
19,9,1918,1,1,C,C,0,0,0,,CC,1,0
19,9,1927,1,1,D,C,0,0,0,,DC,0,0
19,9,1935,1,1,D,C,0,0,0,,DC,0,0
19,9,1901,1,1,C,C,0,0,0,,CC,1,0
19,9,1917,1,1,C,C,0,0,0,,CC,1,0
19,9,1914,1,1,C,C,0,0,0,,CC,1,0
19,9,1907,1,1,D,D,1,0,0,,DD,0,1
19,9,1912,1,1,C,C,0,0,0,,CC,1,0
19,9,1902,1,1,C,C,0,0,0,,CC,1,0
19,9,1923,1,1,C,C,0,0,0,,CC,1,0
19,9,1922,1,1,C,C,0,0,0,,CC,1,0
19,9,1918,1,1,C,C,0,0,0,,CC,1,0
19,9,1917,1,1,C,C,0,0,0,,CC,1,0
19,9,1935,1,1,D,C,0,0,0,,DC,0,0
19,9,1927,1,1,D,C,0,0,0,,DC,0,0
19,9,1910,1,0,C,D,1,1,1,,CD,0,0
19,9,1901,0,1,C,C,0,1,,1,CC,1,0
19,9,1907,1,1,D,D,1,0,0,,DD,0,1
19,9,1912,1,1,C,C,0,0,0,,CC,1,0
19,9,1902,1,1,C,C,0,0,0,,CC,1,0
19,9,1914,1,1,C,C,0,0,0,,CC,1,0
19,9,1917,1,1,C,C,0,0,0,,CC,1,0
19,9,1924,1,1,D,C,0,0,0,,DC,0,0
19,9,1918,1,1,C,C,0,0,0,,CC,1,0
19,9,1923,1,0,C,D,1,1,1,,CD,0,0
19,9,1910,1,1,C,C,0,0,0,,CC,1,0
19,9,1935,1,0,D,D,1,1,1,,DD,0,1
19,9,1901,0,0,C,D,1,0,,0,CD,0,0
19,9,1912,1,0,C,D,1,1,1,,CD,0,0
19,9,1922,1,1,C,C,0,0,0,,CC,1,0
19,9,1902,1,0,C,D,1,1,1,,CD,0,0
19,9,1917,1,1,C,C,0,0,0,,CC,1,0
19,9,1927,1,1,D,C,0,0,0,,DC,0,0
19,9,1918,1,0,C,D,1,1,1,,CD,0,0
19,9,1924,1,1,D,C,0,0,0,,DC,0,0
19,9,1923,1,1,C,C,0,0,0,,CC,1,0
19,9,1910,0,0,C,D,1,0,,0,CD,0,0
19,9,1935,0,0,D,C,0,0,,0,DC,0,0
19,9,1914,1,1,C,D,1,0,0,,CD,0,0
19,9,1901,0,1,C,C,0,1,,1,CC,1,0
19,9,1912,1,0,C,D,1,1,1,,CD,0,0
19,9,1903,1,1,C,C,0,0,0,,CC,1,0
19,9,1902,1,1,C,C,0,0,0,,CC,1,0
19,9,1917,1,0,C,D,1,1,1,,CD,0,0
19,9,1924,1,0,D,D,1,1,1,,DD,0,1
19,9,1915,1,1,D,C,0,0,0,,DC,0,0
19,9,1927,1,0,D,D,1,1,1,,DD,0,1
19,9,1923,1,1,C,C,0,0,0,,CC,1,0
19,9,1910,0,0,C,D,1,0,,0,CD,0,0
19,9,1922,1,0,C,D,1,1,1,,CD,0,0
19,9,1935,0,0,D,C,0,0,,0,DC,0,0
19,9,1903,1,1,C,C,0,0,0,,CC,1,0
19,9,1902,1,1,C,C,0,0,0,,CC,1,0
19,9,1914,1,1,C,C,0,0,0,,CC,1,0
19,9,1917,1,0,C,D,1,1,1,,CD,0,0
19,9,1901,0,0,C,D,1,0,,0,CD,0,0
19,9,1918,0,0,C,C,0,0,,0,CC,1,0
19,9,1924,1,1,D,C,0,0,0,,DC,0,0
19,9,1916,1,1,C,C,0,0,0,,CC,1,0
19,9,1910,0,1,C,C,0,1,,1,CC,1,0
19,9,1923,1,0,C,D,1,1,1,,CD,0,0
19,9,1903,1,0,C,D,1,1,1,,CD,0,0
19,9,1927,1,1,D,C,0,0,0,,DC,0,0
19,9,1919,1,1,D,C,0,0,0,,DC,0,0
19,9,1902,1,0,C,D,1,1,1,,CD,0,0
19,9,1935,0,1,D,C,0,1,,1,DC,0,0
19,9,1915,1,1,D,C,0,0,0,,DC,0,0
19,9,1914,1,1,C,C,0,0,0,,CC,1,0
19,9,1901,0,1,C,C,0,1,,1,CC,1,0
19,9,1918,0,0,C,D,1,0,,0,CD,0,0
19,9,1917,1,1,C,C,0,0,0,,CC,1,0
19,9,1924,1,1,D,C,0,0,0,,DC,0,0
19,9,1922,1,1,C,C,0,0,0,,CC,1,0
19,9,1916,1,1,C,C,0,0,0,,CC,1,0
19,9,1923,0,0,C,D,1,0,,0,CD,0,0
19,9,1915,1,1,D,C,0,0,0,,DC,0,0
19,9,1903,1,1,C,C,0,0,0,,CC,1,0
19,9,1917,0,1,C,C,0,1,,1,CC,1,0
19,9,1902,0,0,C,D,1,0,,0,CD,0,0
19,9,1935,0,0,D,D,1,0,,0,DD,0,1
19,9,1901,0,0,C,D,1,0,,0,CD,0,0
19,9,1910,0,0,C,D,1,0,,0,CD,0,0
19,9,1927,1,1,D,C,0,0,0,,DC,0,0
19,9,1924,1,0,D,D,1,1,1,,DD,0,1
19,9,1914,1,1,C,C,0,0,0,,CC,1,0
19,9,1916,1,0,C,D,1,1,1,,CD,0,0
19,9,1919,1,1,D,D,1,0,0,,DD,0,1
19,9,1923,0,1,C,C,0,1,,1,CC,1,0
19,9,1903,1,1,C,C,0,0,0,,CC,1,0
19,9,1915,1,1,D,C,0,0,0,,DC,0,0
19,9,1901,0,1,C,C,0,1,,1,CC,1,0
19,9,1922,1,0,C,D,1,1,1,,CD,0,0
19,9,1935,0,1,D,C,0,1,,1,DC,0,0
19,9,1910,0,1,C,C,0,1,,1,CC,1,0
19,9,1902,0,1,C,C,0,1,,1,CC,1,0
19,9,1914,1,1,C,C,0,0,0,,CC,1,0
19,9,1927,0,1,D,D,1,1,,1,DD,0,1
19,9,1924,0,0,D,C,0,0,,0,DC,0,0
19,9,1903,1,1,C,C,0,0,0,,CC,1,0
19,9,1919,1,1,D,C,0,0,0,,DC,0,0
19,9,1916,1,1,C,C,0,0,0,,CC,1,0
19,9,1935,0,1,D,C,0,1,,1,DC,0,0
19,9,1915,1,0,D,D,1,1,1,,DD,0,1
19,9,1924,0,0,D,D,1,0,,0,DD,0,1
19,9,1914,0,0,C,D,1,0,,0,CD,0,0
19,9,1903,1,1,C,C,0,0,0,,CC,1,0
19,9,1922,0,0,C,D,1,0,,0,CD,0,0
19,9,1927,0,1,D,C,0,1,,1,DC,0,0
19,9,1919,1,1,D,C,0,0,0,,DC,0,0
19,9,1916,1,1,C,C,0,0,0,,CC,1,0
19,9,1915,1,1,D,C,0,0,0,,DC,0,0
19,9,1903,1,0,C,D,1,1,1,,CD,0,0
19,9,1927,0,1,D,C,0,1,,1,DC,0,0
19,9,1915,0,1,D,C,0,1,,1,DC,0,0
19,9,1916,1,0,C,D,1,1,1,,CD,0,0
19,9,1922,0,1,C,C,0,1,,1,CC,1,0
19,9,1903,1,1,C,C,0,0,0,,CC,1,0
19,9,1919,1,1,D,C,0,0,0,,DC,0,0
19,9,1916,1,1,C,C,0,0,0,,CC,1,0
19,9,1927,0,0,D,D,1,0,,0,DD,0,1
19,9,1919,1,1,D,D,1,0,0,,DD,0,1
19,9,1916,0,1,C,C,0,1,,1,CC,1,0
19,9,1922,0,1,C,C,0,1,,1,CC,1,0
19,9,1927,0,1,D,C,0,1,,1,DC,0,0
19,9,1919,1,1,D,C,0,0,0,,DC,0,0
19,9,1916,0,0,C,D,1,0,,0,CD,0,0
19,9,1922,0,1,C,C,0,1,,1,CC,1,0
19,9,1915,0,1,D,C,0,1,,1,DC,0,0
19,9,1922,0,1,C,C,0,1,,1,CC,1,0
19,9,1915,0,1,D,D,1,1,,1,DD,0,1
19,9,1907,1,1,D,C,0,0,0,,DC,0,0
19,9,1907,0,1,D,D,1,1,,1,DD,0,1
19,9,1907,0,1,D,C,0,1,,1,DC,0,0
19,9,1907,0,1,D,C,0,1,,1,DC,0,0
19,9,1907,0,1,D,C,0,1,,1,DC,0,0
19,9,1907,0,1,D,C,0,1,,1,DC,0,0
19,10,1917,1,1,C,C,0,0,0,,CC,1,0
19,10,1901,1,0,C,D,1,1,1,,CD,0,0
19,10,1910,1,1,D,C,0,0,0,,DC,0,0
19,10,1912,1,1,C,C,0,0,0,,CC,1,0
19,10,1927,1,1,D,C,0,0,0,,DC,0,0
19,10,1924,1,1,C,C,0,0,0,,CC,1,0
19,10,1923,1,0,C,D,1,1,1,,CD,0,0
19,10,1914,1,1,C,C,0,0,0,,CC,1,0
19,10,1917,1,1,C,C,0,0,0,,CC,1,0
19,10,1918,1,1,D,C,0,0,0,,DC,0,0
19,10,1901,1,1,C,C,0,0,0,,CC,1,0
19,10,1910,1,1,D,C,0,0,0,,DC,0,0
19,10,1902,1,0,C,D,1,1,1,,CD,0,0
19,10,1922,1,1,D,C,0,0,0,,DC,0,0
19,10,1915,1,0,D,C,0,1,1,,DC,0,0
19,10,1903,1,1,C,C,0,0,0,,CC,1,0
19,10,1924,1,1,C,C,0,0,0,,CC,1,0
19,10,1927,1,0,D,D,1,1,1,,DD,0,1
19,10,1912,1,0,C,D,1,1,1,,CD,0,0
19,10,1923,1,1,C,C,0,0,0,,CC,1,0
19,10,1917,1,0,C,D,1,1,1,,CD,0,0
19,10,1914,1,1,C,C,0,0,0,,CC,1,0
19,10,1918,1,1,D,C,0,0,0,,DC,0,0
19,10,1901,1,1,C,C,0,0,0,,CC,1,0
19,10,1902,1,0,C,D,1,1,1,,CD,0,0
19,10,1910,1,1,D,C,0,0,0,,DC,0,0
19,10,1903,1,1,C,C,0,0,0,,CC,1,0
19,10,1915,1,0,D,C,0,1,1,,DC,0,0
19,10,1924,0,1,C,D,1,1,,1,CD,0,0
19,10,1922,1,1,D,C,0,0,0,,DC,0,0
19,10,1923,1,1,C,C,0,0,0,,CC,1,0
19,10,1912,1,1,C,C,0,0,0,,CC,1,0
19,10,1917,0,1,C,C,0,1,,1,CC,1,0
19,10,1918,1,1,D,C,0,0,0,,DC,0,0
19,10,1927,1,1,D,C,0,0,0,,DC,0,0
19,10,1916,1,1,C,C,0,0,0,,CC,1,0
19,10,1901,1,1,C,C,0,0,0,,CC,1,0
19,10,1903,1,1,C,C,0,0,0,,CC,1,0
19,10,1902,0,0,C,C,0,0,,0,CC,1,0
19,10,1914,1,1,C,C,0,0,0,,CC,1,0
19,10,1910,0,0,D,D,1,0,,0,DD,0,1
19,10,1924,0,0,C,C,0,0,,0,CC,1,0
19,10,1923,1,1,C,C,0,0,0,,CC,1,0
19,10,1917,0,0,C,D,1,0,,0,CD,0,0
19,10,1918,1,1,D,C,0,0,0,,DC,0,0
19,10,1915,1,0,D,C,0,1,1,,DC,0,0
19,10,1916,1,1,C,C,0,0,0,,CC,1,0
19,10,1901,1,1,C,C,0,0,0,,CC,1,0
19,10,1903,1,1,C,C,0,0,0,,CC,1,0
19,10,1922,1,1,D,C,0,0,0,,DC,0,0
19,10,1927,1,1,D,C,0,0,0,,DC,0,0
19,10,1912,1,1,C,C,0,0,0,,CC,1,0
19,10,1902,0,0,C,D,1,0,,0,CD,0,0
19,10,1935,1,1,D,C,0,0,0,,DC,0,0
19,10,1924,0,0,C,C,0,0,,0,CC,1,0
19,10,1910,0,0,D,D,1,0,,0,DD,0,1
19,10,1915,1,0,D,C,0,1,1,,DC,0,0
19,10,1918,1,0,D,D,1,1,1,,DD,0,1
19,10,1923,1,0,C,D,1,1,1,,CD,0,0
19,10,1914,1,1,C,C,0,0,0,,CC,1,0
19,10,1903,1,0,C,D,1,1,1,,CD,0,0
19,10,1901,1,1,C,C,0,0,0,,CC,1,0
19,10,1912,1,1,C,C,0,0,0,,CC,1,0
19,10,1915,1,0,D,C,0,1,1,,DC,0,0
19,10,1927,1,0,D,D,1,1,1,,DD,0,1
19,10,1935,1,1,D,C,0,0,0,,DC,0,0
19,10,1923,1,1,C,C,0,0,0,,CC,1,0
19,10,1922,1,1,D,C,0,0,0,,DC,0,0
19,10,1924,0,0,C,D,1,0,,0,CD,0,0
19,10,1903,0,1,C,C,0,1,,1,CC,1,0
19,10,1912,1,0,C,D,1,1,1,,CD,0,0
19,10,1901,1,0,C,D,1,1,1,,CD,0,0
19,10,1916,1,0,C,D,1,1,1,,CD,0,0
19,10,1914,1,1,C,D,1,0,0,,CD,0,0
19,10,1919,1,1,C,C,0,0,0,,CC,1,0
19,10,1915,1,0,D,D,1,1,1,,DD,0,1
19,10,1935,1,1,D,C,0,0,0,,DC,0,0
19,10,1923,1,0,C,D,1,1,1,,CD,0,0
19,10,1927,1,0,D,D,1,1,1,,DD,0,1
19,10,1912,1,1,C,C,0,0,0,,CC,1,0
19,10,1916,1,0,C,D,1,1,1,,CD,0,0
19,10,1901,0,1,C,C,0,1,,1,CC,1,0
19,10,1915,1,0,D,C,0,1,1,,DC,0,0
19,10,1914,1,1,C,D,1,0,0,,CD,0,0
19,10,1935,1,1,D,C,0,0,0,,DC,0,0
19,10,1923,1,1,C,C,0,0,0,,CC,1,0
19,10,1919,1,1,C,C,0,0,0,,CC,1,0
19,10,1918,1,0,D,D,1,1,1,,DD,0,1
19,10,1912,1,0,C,D,1,1,1,,CD,0,0
19,10,1922,1,0,D,D,1,1,1,,DD,0,1
19,10,1915,1,0,D,D,1,1,1,,DD,0,1
19,10,1916,1,1,C,C,0,0,0,,CC,1,0
19,10,1927,0,1,D,C,0,1,,1,DC,0,0
19,10,1935,1,1,D,C,0,0,0,,DC,0,0
19,10,1914,1,1,C,C,0,0,0,,CC,1,0
19,10,1923,0,0,C,D,1,0,,0,CD,0,0
19,10,1918,1,0,D,D,1,1,1,,DD,0,1
19,10,1912,1,0,C,D,1,1,1,,CD,0,0
19,10,1916,1,0,C,D,1,1,1,,CD,0,0
19,10,1919,1,1,C,C,0,0,0,,CC,1,0
19,10,1915,0,0,D,D,1,0,,0,DD,0,1
19,10,1935,0,1,D,C,0,1,,1,DC,0,0
19,10,1927,0,1,D,C,0,1,,1,DC,0,0
19,10,1922,1,1,D,C,0,0,0,,DC,0,0
19,10,1914,1,1,C,D,1,0,0,,CD,0,0
19,10,1915,0,0,D,C,0,0,,0,DC,0,0
19,10,1918,0,0,D,C,0,0,,0,DC,0,0
19,10,1912,1,0,C,D,1,1,1,,CD,0,0
19,10,1916,0,0,C,D,1,0,,0,CD,0,0
19,10,1919,1,1,C,C,0,0,0,,CC,1,0
19,10,1935,0,1,D,C,0,1,,1,DC,0,0
19,10,1915,0,0,D,C,0,0,,0,DC,0,0
19,10,1912,1,0,C,D,1,1,1,,CD,0,0
19,10,1927,0,0,D,D,1,0,,0,DD,0,1
19,10,1918,0,0,D,C,0,0,,0,DC,0,0
19,10,1922,0,1,D,C,0,1,,1,DC,0,0
19,10,1914,0,0,C,D,1,0,,0,CD,0,0
19,10,1912,0,0,C,C,0,0,,0,CC,1,0
19,10,1935,0,0,D,D,1,0,,0,DD,0,1
19,10,1935,0,0,D,D,1,0,,0,DD,0,1
19,10,1918,0,0,D,C,0,0,,0,DC,0,0
19,10,1912,0,1,C,C,0,1,,1,CC,1,0
19,10,1922,0,0,D,D,1,0,,0,DD,0,1
19,10,1919,0,1,C,C,0,1,,1,CC,1,0
19,10,1907,1,1,D,C,0,0,0,,DC,0,0
19,10,1919,0,1,C,D,1,1,,1,CD,0,0
19,10,1907,1,1,D,D,1,0,0,,DD,0,1
19,10,1919,0,1,C,D,1,1,,1,CD,0,0
19,10,1919,0,1,C,C,0,1,,1,CC,1,0
19,10,1907,1,1,D,C,0,0,0,,DC,0,0
19,10,1907,1,1,D,D,1,0,0,,DD,0,1
19,10,1907,1,1,D,C,0,0,0,,DC,0,0
19,10,1907,0,0,D,C,0,0,,0,DC,0,0
19,10,1907,0,1,D,D,1,1,,1,DD,0,1
19,10,1907,0,1,D,D,1,1,,1,DD,0,1
19,10,1907,0,1,D,D,1,1,,1,DD,0,1
23,1,2320,1,1,C,C,0,0,0,,CC,1,0
23,1,2313,1,1,D,C,0,0,0,,DC,0,0
23,1,2303,1,0,C,C,0,1,1,,CC,1,0
23,1,2312,0,1,C,D,1,1,,1,CD,0,0
23,1,2322,0,0,C,D,1,0,,0,CD,0,0
23,1,2309,1,1,C,C,0,0,0,,CC,1,0
23,1,2301,0,1,D,C,0,1,,1,DC,0,0
23,1,2305,1,0,C,D,1,1,1,,CD,0,0
23,1,2320,1,1,C,C,0,0,0,,CC,1,0
23,1,2314,1,0,C,D,1,1,1,,CD,0,0
23,1,2324,0,0,D,C,0,0,,0,DC,0,0
23,1,2303,0,1,C,C,0,1,,1,CC,1,0
23,1,2313,0,1,D,D,1,1,,1,DD,0,1
23,1,2309,1,1,C,C,0,0,0,,CC,1,0
23,1,2322,0,0,C,D,1,0,,0,CD,0,0
23,1,2317,0,1,D,C,0,1,,1,DC,0,0
23,1,2306,1,1,C,C,0,0,0,,CC,1,0
23,1,2301,0,1,D,C,0,1,,1,DC,0,0
23,1,2307,0,0,D,C,0,0,,0,DC,0,0
23,1,2302,1,1,D,D,1,0,0,,DD,0,1
23,1,2320,0,0,C,D,1,0,,0,CD,0,0
23,1,2318,0,1,C,D,1,1,,1,CD,0,0
23,1,2303,0,0,C,D,1,0,,0,CD,0,0
23,1,2322,0,0,C,C,0,0,,0,CC,1,0
23,1,2304,0,1,C,C,0,1,,1,CC,1,0
23,1,2317,0,1,D,C,0,1,,1,DC,0,0
23,1,2313,0,1,D,C,0,1,,1,DC,0,0
23,1,2308,0,0,D,D,1,0,,0,DD,0,1
23,1,2320,0,1,C,C,0,1,,1,CC,1,0
23,1,2324,0,0,D,C,0,0,,0,DC,0,0
23,1,2314,0,1,C,D,1,1,,1,CD,0,0
23,1,2309,0,1,C,D,1,1,,1,CD,0,0
23,1,2303,0,1,C,C,0,1,,1,CC,1,0
23,1,2302,0,1,D,D,1,1,,1,DD,0,1
23,1,2317,0,1,D,C,0,1,,1,DC,0,0
23,1,2318,0,1,C,C,0,1,,1,CC,1,0
23,1,2306,0,0,C,D,1,0,,0,CD,0,0
23,1,2303,0,1,C,D,1,1,,1,CD,0,0
23,1,2324,0,0,D,C,0,0,,0,DC,0,0
23,1,2314,0,0,C,D,1,0,,0,CD,0,0
23,1,2308,0,1,D,D,1,1,,1,DD,0,1
23,1,2322,0,0,C,C,0,0,,0,CC,1,0
23,1,2310,0,1,C,C,0,1,,1,CC,1,0
23,1,2307,0,0,D,D,1,0,,0,DD,0,1
23,1,2302,0,1,D,C,0,1,,1,DC,0,0
23,1,2306,0,1,C,C,0,1,,1,CC,1,0
23,1,2324,0,0,D,D,1,0,,0,DD,0,1
23,1,2325,0,1,C,D,1,1,,1,CD,0,0
23,1,2300,0,1,D,D,1,1,,1,DD,0,1
23,1,2323,1,1,D,C,0,0,0,,DC,0,0
23,1,2318,0,0,C,D,1,0,,0,CD,0,0
23,1,2306,0,1,C,D,1,1,,1,CD,0,0
23,1,2310,0,1,C,C,0,1,,1,CC,1,0
23,1,2324,0,0,D,D,1,0,,0,DD,0,1
23,1,2307,0,0,D,D,1,0,,0,DD,0,1
23,1,2302,0,1,D,C,0,1,,1,DC,0,0
23,1,2314,0,1,C,C,0,1,,1,CC,1,0
23,1,2300,0,1,D,C,0,1,,1,DC,0,0
23,1,2300,0,1,D,C,0,1,,1,DC,0,0
23,1,2314,0,1,C,C,0,1,,1,CC,1,0
23,1,2307,0,0,D,D,1,0,,0,DD,0,1
23,1,2310,0,0,C,D,1,0,,0,CD,0,0
23,1,2306,0,1,C,C,0,1,,1,CC,1,0
23,1,2323,0,1,D,C,0,1,,1,DC,0,0
23,1,2306,0,1,C,C,0,1,,1,CC,1,0
23,1,2323,0,0,D,C,0,0,,0,DC,0,0
23,1,2325,0,1,C,C,0,1,,1,CC,1,0
23,1,2300,0,1,D,C,0,1,,1,DC,0,0
23,1,2323,0,0,D,C,0,0,,0,DC,0,0
23,2,2320,1,0,C,D,1,1,1,,CD,0,0
23,2,2303,1,1,D,C,0,0,0,,DC,0,0
23,2,2322,1,1,C,C,0,0,0,,CC,1,0
23,2,2300,1,0,D,C,0,1,1,,DC,0,0
23,2,2324,0,0,D,C,0,0,,0,DC,0,0
23,2,2302,0,1,D,C,0,1,,1,DC,0,0
23,2,2320,1,1,C,C,0,0,0,,CC,1,0
23,2,2318,1,1,D,C,0,0,0,,DC,0,0
23,2,2307,1,1,C,C,0,0,0,,CC,1,0
23,2,2303,1,0,D,D,1,1,1,,DD,0,1
23,2,2300,1,0,D,D,1,1,1,,DD,0,1
23,2,2304,0,0,C,D,1,0,,0,CD,0,0
23,2,2308,0,1,D,D,1,1,,1,DD,0,1
23,2,2306,1,1,D,D,1,0,0,,DD,0,1
23,2,2325,1,0,C,D,1,1,1,,CD,0,0
23,2,2310,1,0,D,D,1,1,1,,DD,0,1
23,2,2314,1,0,C,D,1,1,1,,CD,0,0
23,2,2324,0,0,D,D,1,0,,0,DD,0,1
23,2,2300,0,1,D,D,1,1,,1,DD,0,1
23,2,2320,0,0,C,D,1,0,,0,CD,0,0
23,2,2304,0,1,C,C,0,1,,1,CC,1,0
23,2,2302,0,1,D,C,0,1,,1,DC,0,0
23,2,2323,1,0,D,D,1,1,1,,DD,0,1
23,2,2303,0,0,D,C,0,0,,0,DC,0,0
23,2,2300,0,1,D,C,0,1,,1,DC,0,0
23,2,2306,1,1,D,C,0,0,0,,DC,0,0
23,2,2325,1,0,C,D,1,1,1,,CD,0,0
23,2,2314,1,0,C,D,1,1,1,,CD,0,0
23,2,2310,0,1,D,C,0,1,,1,DC,0,0
23,2,2307,0,0,C,D,1,0,,0,CD,0,0
23,2,2324,0,0,D,D,1,0,,0,DD,0,1
23,2,2304,0,0,C,D,1,0,,0,CD,0,0
23,2,2308,0,1,D,C,0,1,,1,DC,0,0
23,2,2309,1,0,C,D,1,1,1,,CD,0,0
23,2,2314,1,1,C,C,0,0,0,,CC,1,0
23,2,2325,1,1,C,C,0,0,0,,CC,1,0
23,2,2306,0,1,D,D,1,1,,1,DD,0,1
23,2,2304,0,0,C,D,1,0,,0,CD,0,0
23,2,2305,0,0,C,D,1,0,,0,CD,0,0
23,2,2319,1,0,D,D,1,1,1,,DD,0,1
23,2,2323,0,0,D,D,1,0,,0,DD,0,1
23,2,2314,0,1,C,C,0,1,,1,CC,1,0
23,2,2309,1,1,C,C,0,0,0,,CC,1,0
23,2,2306,0,1,D,C,0,1,,1,DC,0,0
23,2,2307,0,0,C,D,1,0,,0,CD,0,0
23,2,2314,0,1,C,D,1,1,,1,CD,0,0
23,2,2307,0,1,C,C,0,1,,1,CC,1,0
23,2,2306,0,1,D,D,1,1,,1,DD,0,1
23,2,2305,0,0,C,D,1,0,,0,CD,0,0
23,2,2323,0,1,D,C,0,1,,1,DC,0,0
23,2,2314,0,1,C,C,0,1,,1,CC,1,0
23,2,2309,1,1,C,D,1,0,0,,CD,0,0
23,2,2319,1,0,D,D,1,1,1,,DD,0,1
23,2,2325,0,0,C,D,1,0,,0,CD,0,0
23,2,2314,0,1,C,D,1,1,,1,CD,0,0
23,2,2307,0,0,C,D,1,0,,0,CD,0,0
23,2,2305,0,1,C,C,0,1,,1,CC,1,0
23,2,2309,1,1,C,C,0,0,0,,CC,1,0
23,2,2323,0,0,D,D,1,0,,0,DD,0,1
23,2,2307,0,0,C,D,1,0,,0,CD,0,0
23,2,2325,0,0,C,D,1,0,,0,CD,0,0
23,2,2305,0,1,C,D,1,1,,1,CD,0,0
23,2,2309,0,1,C,C,0,1,,1,CC,1,0
23,2,2323,0,0,D,D,1,0,,0,DD,0,1
23,2,2309,0,1,C,C,0,1,,1,CC,1,0
23,2,2309,0,1,C,C,0,1,,1,CC,1,0
23,2,2319,0,0,D,D,1,0,,0,DD,0,1
23,2,2319,0,0,D,D,1,0,,0,DD,0,1
23,2,2319,0,0,D,D,1,0,,0,DD,0,1
23,3,2322,1,0,C,D,1,1,1,,CD,0,0
23,3,2304,1,1,D,C,0,0,0,,DC,0,0
23,3,2320,1,1,C,C,0,0,0,,CC,1,0
23,3,2305,1,0,C,D,1,1,1,,CD,0,0
23,3,2300,0,0,D,C,0,0,,0,DC,0,0
23,3,2325,1,1,C,C,0,0,0,,CC,1,0
23,3,2309,1,1,C,C,0,0,0,,CC,1,0
23,3,2303,1,0,C,D,1,1,1,,CD,0,0
23,3,2314,1,1,D,C,0,0,0,,DC,0,0
23,3,2306,1,1,D,D,1,0,0,,DD,0,1
23,3,2308,1,1,D,C,0,0,0,,DC,0,0
23,3,2323,1,0,D,D,1,1,1,,DD,0,1
23,3,2320,0,1,C,C,0,1,,1,CC,1,0
23,3,2305,1,0,C,D,1,1,1,,CD,0,0
23,3,2318,1,0,C,C,0,1,1,,CC,1,0
23,3,2314,1,1,D,C,0,0,0,,DC,0,0
23,3,2303,0,0,C,D,1,0,,0,CD,0,0
23,3,2307,1,0,C,D,1,1,1,,CD,0,0
23,3,2325,1,1,C,C,0,0,0,,CC,1,0
23,3,2319,0,1,C,C,0,1,,1,CC,1,0
23,3,2306,1,1,D,C,0,0,0,,DC,0,0
23,3,2302,1,1,D,C,0,0,0,,DC,0,0
23,3,2304,1,1,D,C,0,0,0,,DC,0,0
23,3,2305,1,1,C,C,0,0,0,,CC,1,0
23,3,2310,0,1,D,C,0,1,,1,DC,0,0
23,3,2320,0,0,C,D,1,0,,0,CD,0,0
23,3,2324,0,0,D,D,1,0,,0,DD,0,1
23,3,2323,0,0,D,D,1,0,,0,DD,0,1
23,3,2318,0,1,C,D,1,1,,1,CD,0,0
23,3,2307,0,1,C,C,0,1,,1,CC,1,0
23,3,2325,1,0,C,D,1,1,1,,CD,0,0
23,3,2303,0,0,C,C,0,0,,0,CC,1,0
23,3,2306,1,1,D,C,0,0,0,,DC,0,0
23,3,2308,1,1,D,C,0,0,0,,DC,0,0
23,3,2302,1,1,D,D,1,0,0,,DD,0,1
23,3,2304,1,1,D,C,0,0,0,,DC,0,0
23,3,2305,0,1,C,D,1,1,,1,CD,0,0
23,3,2303,0,0,C,C,0,0,,0,CC,1,0
23,3,2325,0,1,C,D,1,1,,1,CD,0,0
23,3,2306,1,1,D,D,1,0,0,,DD,0,1
23,3,2323,0,1,D,C,0,1,,1,DC,0,0
23,3,2310,0,0,D,D,1,0,,0,DD,0,1
23,3,2320,0,0,C,D,1,0,,0,CD,0,0
23,3,2302,1,1,D,D,1,0,0,,DD,0,1
23,3,2305,0,1,C,D,1,1,,1,CD,0,0
23,3,2319,0,1,C,C,0,1,,1,CC,1,0
23,3,2304,0,0,D,D,1,0,,0,DD,0,1
23,3,2318,0,1,C,C,0,1,,1,CC,1,0
